incident_id,opened_at,resolved_at,short_description,category,priority,assignment_group,state,reopen_count
INC0224,2025-12-08 2:07,,Laptop will not power on,Hardware,3-Moderate,Desktop Support,On Hold,1
INC0225,2026-03-15 18:32,2026-03-13 17:52,Hard drive making clicking noise,Hardware,3-Moderate,Application Support - CRM,Closed,0
INC0226,2025-12-13 22:31,2025-12-14 4:53,Load balancer reporting unhealthy nodes,Network,2-High,Service Desk - Tier 1,Resolved,0
INC0227,2026-04-07 14:54,2026-04-08 15:14,Monitor flickering intermittently,Hardware,3-Moderate,Desktop Support,Closed,0
INC0228,2026-01-01 10:15,2026-01-01 13:56,Webcam not recognized by system,Hardware,1-Critical,Desktop Support,Closed,0
INC0229,2026-01-28 5:40,2026-01-28 11:23,Guest WiFi authentication failing,Network,1-Critical,Service Desk - Tier 1,Closed,0
INC0230,2026-01-19 10:35,2026-01-21 6:40,Firewall blocking required application port,Network,3-Moderate,Network Operations,Closed,2
INC0231,2025-11-20 23:41,2025-11-21 22:36,Outlook crashing on startup,Software,3-Moderate,End User Computing,Resolved,0
INC0232,2026-02-02 15:06,2026-02-12 13:21,Production DB replication lag exceeding SLA,Database,3-Moderate,Storage & Backup,Closed,1
INC0233,2025-11-08 5:40,,Connection pool exhaustion alerts,Database,3-Moderate,Network Operations,On Hold,0
INC0234,2025-11-17 3:08,2025-11-23 2:49,Failover cluster node not rejoining,Database,3-Moderate,Database Administration,Closed,0
INC0235,2025-11-12 6:24,2025-11-15 9:50,Chrome browser freezing on launch,Software,4-Low,Application Support - CRM,Closed,0
INC0236,2026-03-08 14:09,2026-03-10 21:37,Printer paper jam recurring,Hardware,4-Low,End User Computing,Closed,0
INC0237,2025-10-28 18:51,,Webcam not recognized by system,Hardware,2-High,End User Computing,On Hold,0
INC0238,2025-11-15 8:00,2025-11-16 4:37,Adobe Acrobat license expired error,Software,2-High,Linux Server Team,Resolved,2
INC0239,2025-10-26 23:35,2025-10-27 7:33,Hard drive making clicking noise,Hardware,2-High,Service Desk - Tier 1,Resolved,2
INC0240,2026-01-07 10:49,2026-01-08 22:08,Docking station not detecting external display,Hardware,3-Moderate,Desktop Support,Resolved,1
INC0241,2026-01-27 15:00,2026-01-28 2:54,Printer paper jam recurring,Hardware,3-Moderate,Linux Server Team,Resolved,0
INC0242,2026-01-05 0:34,2026-01-07 23:05,PowerBI report failing to refresh,Software,4-Low,Application Support - ERP,Resolved,0
INC0243,2026-03-22 22:15,,Docking station not detecting external display,Hardware,2-High,Service Desk - Tier 1,On Hold,3
INC0244,2025-11-11 4:39,,DNS resolution failures on finance subnet,Network,4-Low,Windows Server Team,On Hold,0
INC0245,2026-03-26 14:06,2026-03-28 6:47,Hard drive making clicking noise,Hardware,4-Low,Storage & Backup,Resolved,0
INC0246,2025-11-19 8:14,2025-11-22 7:28,Docking station not detecting external display,Hardware,3-Moderate,Desktop Support,Resolved,0
INC0247,2025-10-22 21:11,2025-10-23 13:28,Hard drive making clicking noise,Hardware,2-High,Service Desk - Tier 1,Closed,0
INC0248,2025-11-05 20:01,,Adobe Acrobat license expired error,Software,4-Low,Linux Server Team,On Hold,0
INC0249,2026-03-13 23:00,,Webcam not recognized by system,Hardware,3-Moderate,Storage & Backup,On Hold,2
INC0250,2026-02-18 22:05,2026-02-20 14:55,Cannot reach internal SharePoint site,Network,4-Low,Desktop Support,Resolved,0
INC0251,2025-11-27 2:33,2025-12-05 22:52,Database backup job failed overnight,Database,4-Low,Database Administration,Resolved,0
INC0252,2025-11-08 23:29,,Intermittent packet loss to data center,Network,2-High,Network Operations,On Hold,0
INC0253,2026-03-11 15:22,2026-03-13 22:15,SAP GUI timeout errors,Software,3-Moderate,Security Operations,Resolved,0
INC0254,2026-02-26 3:44,,Deadlock errors on orders table,Database,3-Moderate,Database Administration,On Hold,0
INC0255,2025-11-06 3:47,,Hard drive making clicking noise,Hardware,3-Moderate,Desktop Support,On Hold,0
INC0256,2026-02-15 2:22,2026-02-17 19:47,Headset microphone not working,Hardware,4-Low,End User Computing,Closed,0
INC0257,2026-02-07 8:21,2026-02-09 11:22,Laptop will not power on,Hardware,4-Low,Network Operations,Closed,0
INC0258,2025-12-18 22:41,2025-12-24 18:58,Long running query blocking transactions,Database,3-Moderate,Database Administration,Closed,0
INC0259,2026-02-24 9:18,2026-03-07 3:13,Index corruption detected on customer table,Database,4-Low,Database Administration,Closed,1
INC0260,2026-03-01 11:45,2026-03-04 9:53,Webcam not recognized by system,Hardware,3-Moderate,Storage & Backup,Closed,0
INC0261,2026-01-07 9:55,2026-01-11 12:41,Connection pool exhaustion alerts,Database,2-High,Database Administration,Closed,2
INC0262,2026-03-28 17:42,,Deadlock errors on orders table,Database,4-Low,Network Operations,On Hold,0
INC0263,2026-02-15 7:07,2026-02-20 13:51,Failover cluster node not rejoining,Database,4-Low,Security Operations,Closed,0
INC0264,2026-01-12 5:26,2026-01-14 1:42,Monitor flickering intermittently,Hardware,3-Moderate,End User Computing,Closed,0
INC0265,2026-04-11 5:16,,Webcam not recognized by system,Hardware,4-Low,Desktop Support,On Hold,0
INC0266,2026-03-03 22:49,2026-03-13 23:53,Tablespace reaching capacity threshold,database,3-Moderate,Storage & Backup,Resolved,0
INC0267,2026-03-04 17:38,,Slow network performance in HQ floor 3,Network,4-Low,End User Computing,On Hold,0
INC0268,2025-12-14 1:35,2025-12-14 15:18,Guest WiFi authentication failing,Network,3-Moderate,Cloud Infrastructure,Resolved,0
INC0269,2025-12-22 3:56,2025-12-24 13:53,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Network Operations,Closed,1
INC0270,2026-03-08 13:49,,Printer paper jam recurring,Hardware,3-Moderate,Desktop Support,On Hold,1
INC0271,2026-01-03 1:49,2026-01-05 13:57,Tablespace reaching capacity threshold,Database,2-High,Cloud Infrastructure,Closed,0
INC0272,2025-12-03 8:47,2025-12-04 1:44,Unable to connect to corporate WiFi,NW,2-High,Security Operations,Resolved,2
INC0273,2026-03-27 6:18,2026-03-27 15:20,Docking station not detecting external display,Hardware,2-High,Network Operations,Closed,0
INC0274,2026-01-31 20:20,2026-02-01 8:17,Intermittent packet loss to data center,Network,2-High,Application Support - ERP,Closed,0
INC0275,2025-12-15 10:30,2025-12-16 7:44,Cannot reach internal SharePoint site,Network,2-High,Network Operations,Closed,0
INC0276,2026-02-16 6:21,2026-02-17 8:48,Teams audio not working in meetings,Software,4-Low,Application Support - ERP,Resolved,0
INC0277,2026-03-30 4:54,,Deadlock errors on orders table,Database,3-Moderate,Database Administration,On Hold,0
INC0278,2026-04-04 21:56,2026-04-12 22:52,Scheduled maintenance plan did not run,Database,3-Moderate,Cloud Infrastructure,Closed,0
INC0279,2026-04-09 23:10,2026-04-10 18:55,Slow network performance in HQ floor 3,Network,2-High,Network Operations,Closed,1
INC0280,2026-03-03 22:16,2026-03-04 8:14,Printer paper jam recurring,Hardware,2-High,Desktop Support,Closed,3
INC0281,2025-11-07 10:36,2025-11-18 2:32,Database backup job failed overnight,Database,4-Low,Application Support - CRM,Closed,0
INC0282,2026-01-14 1:24,2026-01-14 11:49,Laptop will not power on,Hardware,3-Moderate,End User Computing,Closed,0
INC0283,2026-03-06 10:03,2026-03-07 0:37,Excel file corrupted on save,SW,3-Moderate,Security Operations,Closed,0
INC0284,2026-01-14 23:01,2026-01-16 4:57,DNS resolution failures on finance subnet,Network,3-Moderate,Network Operations,Closed,1
INC0285,2026-03-14 7:02,2026-03-17 20:26,Tablespace reaching capacity threshold,DB,3-Moderate,Cloud Infrastructure,Closed,0
INC0286,2026-03-05 16:28,2026-03-06 8:22,Printer paper jam recurring,Hardware,3-Moderate,Cloud Infrastructure,Closed,0
INC0287,2026-02-20 16:26,2026-02-20 23:11,Slow network performance in HQ floor 3,Network,2-High,Network Operations,Closed,0
INC0288,2026-02-01 8:02,2026-02-03 11:51,Index corruption detected on customer table,Database,2-High,Database Administration,Closed,0
INC0289,2025-11-20 17:03,2025-11-24 14:31,Printer paper jam recurring,Hardware,4-Low,Database Administration,Resolved,2
INC0290,2025-10-30 9:49,2025-10-30 21:01,Unable to connect to corporate WiFi,Network,2-High,Service Desk - Tier 1,Closed,0
INC0291,2025-12-13 20:24,,Excel file corrupted on save,Software,4-Low,Application Support - ERP,On Hold,0
INC0292,2026-01-05 15:33,2026-01-10 4:37,Keyboard keys unresponsive,Hardware,4-Low,Security Operations,Closed,0
INC0293,2026-02-10 5:28,2026-02-12 15:53,VPN client disconnecting frequently,Software,4-Low,Application Support - CRM,Closed,0
INC0294,2025-10-25 3:36,2025-10-26 7:27,Failover cluster node not rejoining,Database,1-Critical,Application Support - ERP,Resolved,0
INC0295,2026-02-28 15:06,2026-03-03 4:48,Laptop will not power on,Hardware,3-Moderate,Service Desk - Tier 1,Closed,2
INC0296,2026-01-26 5:14,2026-02-09 7:14,Deadlock errors on orders table,Database,4-Low,Desktop Support,Closed,0
INC0297,2026-01-27 7:55,2026-02-02 21:05,Connection pool exhaustion alerts,Database,3-Moderate,End User Computing,Closed,0
INC0298,2026-04-01 0:13,2026-04-02 13:18,SAP GUI timeout errors,Software,3-Moderate,Linux Server Team,Closed,0
INC0299,2025-12-28 0:50,2026-01-10 4:28,Database backup job failed overnight,Database,4-Low,Application Support - ERP,Closed,1
INC0300,2026-04-06 5:30,2026-04-14 6:18,Connection pool exhaustion alerts,Database,3-Moderate,Network Operations,Closed,1
INC0301,2026-01-27 14:42,2026-02-09 14:25,Database backup job failed overnight,Database,4-Low,Windows Server Team,Closed,0
INC0302,2025-12-24 5:54,2025-12-27 4:35,Teams audio not working in meetings,Software,3-Moderate,Application Support - ERP,Resolved,0
INC0303,2026-03-07 16:18,2026-03-08 6:32,Load balancer reporting unhealthy nodes,Network,2-High,Application Support - CRM,Closed,0
INC0304,2026-03-09 16:41,2026-03-13 11:20,Slow network performance in HQ floor 3,Network,4-Low,Cloud Infrastructure,Closed,0
INC0305,2026-04-11 3:20,2026-04-14 22:08,Deadlock errors on orders table,Database,4-Low,Database Administration,Closed,0
INC0306,2026-03-24 1:22,2026-03-24 20:26,Load balancer reporting unhealthy nodes,Network,2-High,Security Operations,Closed,0
INC0307,2025-12-17 14:29,2025-12-31 21:45,Scheduled maintenance plan did not run,Database,4-Low,Desktop Support,Resolved,0
INC0308,2026-04-01 22:00,,Chrome browser freezing on launch,Software,4-Low,Storage & Backup,On Hold,0
INC0309,2026-03-22 11:06,2026-03-23 23:49,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Cloud Infrastructure,Resolved,0
INC0310,2026-02-13 3:34,2026-02-14 17:25,Hard drive making clicking noise,Hardware,3-Moderate,Windows Server Team,Closed,0
INC0311,2026-03-23 23:51,2026-03-26 21:05,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Network Operations,Closed,0
INC0312,2025-12-26 0:52,2025-12-29 3:48,Laptop will not power on,Hardware,4-Low,Service Desk - Tier 1,Resolved,0
INC0313,2025-10-30 11:50,2025-11-02 6:27,PowerBI report failing to refresh,Software,3-Moderate,Linux Server Team,Resolved,0
INC0314,2025-12-19 7:28,2025-12-21 0:22,Load balancer reporting unhealthy nodes,Network,3-Moderate,Database Administration,Closed,0
INC0315,2026-01-13 2:57,,Excel file corrupted on save,Software,4-Low,Network Operations,On Hold,1
INC0316,2025-11-21 14:32,2025-11-26 4:12,Long running query blocking transactions,Database,4-Low,Application Support - CRM,Resolved,0
INC0317,2025-12-23 4:33,2025-12-24 22:46,Network printer unreachable from VLAN,Network,3-Moderate,Service Desk - Tier 1,Closed,1
INC0318,2025-12-20 6:23,2025-12-20 16:01,Unable to connect to corporate WiFi,Network,2-High,Network Operations,Resolved,0
INC0319,2025-12-19 0:41,2025-12-23 16:27,Adobe Acrobat license expired error,Software,4-Low,End User Computing,Resolved,0
INC0320,2026-02-04 1:18,2026-02-04 6:08,Chrome browser freezing on launch,Software,1-Critical,Application Support - ERP,Resolved,0
INC0321,2025-11-29 11:37,2025-11-30 5:02,PowerBI report failing to refresh,Software,2-High,Application Support - CRM,Resolved,0
INC0322,2026-02-12 11:46,2026-02-12 22:23,Network printer unreachable from VLAN,Network,2-High,Service Desk - Tier 1,Closed,0
INC0323,2026-02-13 4:25,2026-02-21 21:42,Deadlock errors on orders table,Database,3-Moderate,Linux Server Team,Closed,0
INC0324,2026-04-11 5:14,2026-04-11 18:09,Network printer unreachable from VLAN,Network,2-High,Service Desk - Tier 1,Resolved,0
INC0325,2026-02-21 10:15,2026-02-21 15:45,Antivirus blocking legitimate application,Software,2-High,Application Support - CRM,Resolved,0
INC0326,2026-02-04 13:04,2026-02-05 20:29,Teams audio not working in meetings,Software,3-Moderate,Desktop Support,Closed,0
INC0327,2026-04-05 9:52,2026-04-07 13:40,Keyboard keys unresponsive,Hardware,3-Moderate,Desktop Support,Resolved,2
INC0328,2025-12-04 5:46,2025-12-05 6:41,PowerBI report failing to refresh,Software,3-Moderate,Storage & Backup,Closed,0
INC0329,2026-02-25 16:20,2026-03-21 10:52,Scheduled maintenance plan did not run,Database,4-Low,Application Support - CRM,Closed,0
INC0330,2026-01-31 1:49,2026-02-05 3:12,Index corruption detected on customer table,Database,3-Moderate,Storage & Backup,Resolved,0
INC0331,2025-12-16 6:40,2025-12-16 14:24,Chrome browser freezing on launch,Software,2-High,Application Support - ERP,Closed,0
INC0332,2025-11-23 1:27,2025-11-24 1:03,Keyboard keys unresponsive,Hardware,3-Moderate,Linux Server Team,Closed,0
INC0333,2026-01-09 11:33,2026-01-10 2:50,Teams audio not working in meetings,Software,2-High,End User Computing,Closed,0
INC0334,2026-02-16 10:06,2026-02-19 9:03,Failover cluster node not rejoining,Database,2-High,Storage & Backup,Resolved,0
INC0335,2025-12-01 1:00,2025-12-03 4:48,Keyboard keys unresponsive,Hardware,3-Moderate,Database Administration,Closed,0
INC0336,2025-11-09 20:17,2025-11-11 18:55,Webcam not recognized by system,Hardware,3-Moderate,Application Support - CRM,Resolved,0
INC0337,2026-01-24 8:51,,Webcam not recognized by system,Hardware,3-Moderate,Desktop Support,On Hold,1
INC0338,2026-04-17 11:18,2026-04-17 20:58,Laptop will not power on,Hardware,2-High,Windows Server Team,Resolved,0
INC0339,2026-01-10 3:21,2026-01-10 10:27,Webcam not recognized by system,Hardware,2-High,Application Support - CRM,Resolved,0
INC0340,2026-01-24 10:27,2026-02-01 2:51,Slow query performance on reporting DB,Database,3-Moderate,Linux Server Team,Resolved,1
INC0341,2025-11-23 4:01,2025-11-25 14:19,Laptop will not power on,Hardware,3-Moderate,Desktop Support,Resolved,2
INC0342,2026-02-16 7:20,2026-02-17 15:01,Webcam not recognized by system,Hardware,4-Low,End User Computing,Closed,0
INC0343,2026-03-31 0:32,,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Windows Server Team,On Hold,0
INC0344,2025-11-29 13:35,2025-12-01 11:49,Outlook crashing on startup,Software,4-Low,Application Support - ERP,Closed,0
INC0345,2026-03-01 18:51,2026-03-02 10:34,Excel file corrupted on save,Software,2-High,Application Support - CRM,Closed,0
INC0346,2025-11-29 12:33,2025-12-01 5:21,Load balancer reporting unhealthy nodes,Network,4-Low,Service Desk - Tier 1,Closed,0
INC0347,2026-03-29 15:32,,Headset microphone not working,Hardware,4-Low,Desktop Support,On Hold,0
INC0348,2026-03-22 8:33,2026-03-26 1:42,Deadlock errors on orders table,Database,4-Low,Windows Server Team,Resolved,0
INC0349,2026-03-07 20:03,2026-03-08 10:00,Slow network performance in HQ floor 3,Network,3-Moderate,Application Support - ERP,Closed,0
INC0350,2026-03-16 15:20,2026-03-18 10:30,Cannot reach internal SharePoint site,Network,4-Low,Network Operations,Closed,0
INC0351,2025-11-15 0:40,2025-11-17 3:07,PowerBI report failing to refresh,Software,3-Moderate,End User Computing,Resolved,1
INC0352,2026-04-14 22:19,,Network printer unreachable from VLAN,Network,3-Moderate,Security Operations,On Hold,0
INC0353,2026-02-01 20:06,2026-02-04 20:20,VPN tunnel dropping every 15 minutes,Network,4-Low,Network Operations,Closed,0
INC0354,2026-01-04 10:15,2026-01-05 9:48,Index corruption detected on customer table,Database,1-Critical,End User Computing,Resolved,0
INC0355,2026-01-03 1:05,2026-01-03 13:06,Chrome browser freezing on launch,Software,2-High,Cloud Infrastructure,Resolved,0
INC0356,2026-03-27 2:26,2026-03-28 19:23,PowerBI report failing to refresh,Software,4-Low,Application Support - CRM,Closed,0
INC0357,2026-01-08 2:41,2026-01-13 2:54,Failover cluster node not rejoining,Database,3-Moderate,Database Administration,Resolved,0
INC0358,2026-03-03 17:05,2026-03-05 13:57,Cannot reach internal SharePoint site,Network,3-Moderate,Network Operations,Closed,0
INC0359,2026-02-18 21:52,2026-02-22 19:32,Connection pool exhaustion alerts,Database,3-Moderate,Application Support - CRM,Closed,1
INC0360,2026-02-26 13:15,2026-02-28 14:31,Hard drive making clicking noise,Hardware,3-Moderate,Storage & Backup,Closed,0
INC0361,2026-03-13 1:39,2026-03-14 10:28,Long running query blocking transactions,Database,2-High,Desktop Support,Closed,1
INC0362,2025-11-11 22:20,,Docking station not detecting external display,hardware,3-Moderate,Linux Server Team,On Hold,0
INC0363,2026-02-21 9:36,2026-02-23 20:46,Index corruption detected on customer table,Database,2-High,Database Administration,Closed,1
INC0364,2026-02-04 11:15,,VPN tunnel dropping every 15 minutes,Network,2-High,Application Support - ERP,On Hold,0
INC0365,2025-12-29 3:55,2025-12-31 14:05,Production DB replication lag exceeding SLA,Database,3-Moderate,Service Desk - Tier 1,Closed,1
INC0366,2026-04-19 19:14,2026-04-20 18:00,Antivirus blocking legitimate application,Software,3-Moderate,Database Administration,Closed,0
INC0367,2025-12-10 6:36,2025-12-12 18:55,Guest WiFi authentication failing,Network,4-Low,Application Support - CRM,Closed,0
INC0368,2026-01-10 22:16,2026-01-11 15:00,Firewall blocking required application port,Network,3-Moderate,Network Operations,Resolved,0
INC0369,2025-10-27 1:08,,VPN client disconnecting frequently,Software,2-High,End User Computing,On Hold,0
INC0370,2025-11-21 0:14,2025-11-22 11:07,Adobe Acrobat license expired error,Software,3-Moderate,Application Support - CRM,Closed,0
INC0371,2025-12-13 11:59,2025-12-15 6:26,Guest WiFi authentication failing,Network,4-Low,Security Operations,Closed,0
INC0372,2025-10-29 6:10,2025-11-01 22:06,Windows update failing repeatedly,Software,4-Low,Linux Server Team,Closed,0
INC0373,2026-02-06 11:13,2026-02-08 12:05,DNS resolution failures on finance subnet,Network,3-Moderate,End User Computing,Resolved,0
INC0374,2025-11-14 23:36,2025-11-16 20:33,Database backup job failed overnight,Database,2-High,Database Administration,Closed,0
INC0375,2026-03-19 5:48,2026-03-21 7:03,VPN client disconnecting frequently,Software,3-Moderate,Application Support - CRM,Closed,0
INC0376,2026-03-05 14:08,2026-03-06 14:10,Load balancer reporting unhealthy nodes,Network,3-Moderate,Network Operations,Closed,0
INC0377,2026-01-21 16:52,2026-01-24 11:24,VPN client disconnecting frequently,Software,3-Moderate,Application Support - CRM,Closed,1
INC0378,2026-03-14 5:05,2026-03-18 7:35,Slow network performance in HQ floor 3,Network,4-Low,Windows Server Team,Closed,0
INC0379,2025-11-21 16:18,2025-12-01 0:17,Database backup job failed overnight,Database,3-Moderate,Database Administration,Resolved,0
INC0380,2026-04-03 3:26,2026-04-03 17:14,Printer paper jam recurring,Hardware,2-High,Windows Server Team,Resolved,0
INC0381,2026-01-21 15:18,2026-01-26 9:23,Adobe Acrobat license expired error,Software,4-Low,Cloud Infrastructure,Resolved,0
INC0382,2025-11-06 21:12,2025-11-07 11:25,DNS resolution failures on finance subnet,Network,3-Moderate,Network Operations,Resolved,0
INC0383,2026-03-20 13:08,2026-03-22 2:29,VPN client disconnecting frequently,Software,3-Moderate,Cloud Infrastructure,Resolved,0
INC0384,2025-12-30 3:56,2026-01-02 3:44,Guest WiFi authentication failing,Network,3-Moderate,Security Operations,Resolved,0
INC0385,2026-04-20 14:09,2026-04-20 8:53,Teams audio not working in meetings,Software,2-High,Windows Server Team,Resolved,0
INC0386,2026-03-21 13:33,2026-03-22 7:21,Network printer unreachable from VLAN,NW,2-High,Network Operations,Closed,0
INC0387,2025-12-10 6:25,,DNS resolution failures on finance subnet,Network,2-High,Network Operations,On Hold,0
INC0388,2025-12-24 19:10,2025-12-26 6:26,Connection pool exhaustion alerts,Database,2-High,Application Support - CRM,Closed,0
INC0389,2025-12-29 7:28,2025-12-30 21:29,Connection pool exhaustion alerts,Database,1-Critical,Storage & Backup,Resolved,0
INC0390,2026-02-09 10:41,2026-02-14 5:38,Index corruption detected on customer table,Database,3-Moderate,Cloud Infrastructure,Closed,0
INC0391,2025-11-17 10:02,2025-11-17 23:33,Webcam not recognized by system,Hardware,2-High,Application Support - ERP,Closed,0
INC0392,2026-01-07 12:19,2026-01-09 11:44,Excel file corrupted on save,Software,3-Moderate,Application Support - ERP,Closed,0
INC0393,2025-11-28 17:44,2025-11-29 3:17,Headset microphone not working,Hardware,3-Moderate,Storage & Backup,Closed,1
INC0394,2026-03-04 20:00,2026-03-06 6:47,Antivirus blocking legitimate application,Software,4-Low,End User Computing,Closed,1
INC0395,2026-01-22 5:54,2026-01-24 1:28,Cannot reach internal SharePoint site,Net,4-Low,Application Support - ERP,Closed,0
INC0396,2026-04-16 16:27,2026-04-17 11:21,Antivirus blocking legitimate application,Software,3-Moderate,Application Support - ERP,Closed,0
INC0397,2026-04-18 0:16,2026-04-18 9:29,Printer paper jam recurring,Hardware,3-Moderate,End User Computing,Resolved,0
INC0398,2025-11-08 20:12,2025-11-07 18:57,Mouse cursor freezing,Hardware,3-Moderate,Desktop Support,Resolved,0
INC0399,2025-12-07 14:47,2025-12-08 16:27,Windows update failing repeatedly,Soft-Ware,3-Moderate,Storage & Backup,Resolved,1
INC0400,2025-12-28 2:50,2025-12-30 15:31,Headset microphone not working,Hardware,4-Low,End User Computing,Closed,0
INC0401,2026-04-17 9:40,,Connection pool exhaustion alerts,Database,2-High,Database Administration,On Hold,0
INC0402,2025-12-01 0:50,2025-12-03 5:57,VPN client disconnecting frequently,Software,3-Moderate,Windows Server Team,Resolved,0
INC0403,2025-11-14 17:43,,VPN client disconnecting frequently,Software,3-Moderate,Application Support - ERP,On Hold,1
INC0404,2026-01-10 14:34,2026-01-14 3:42,Keyboard keys unresponsive,Hardware,4-Low,Storage & Backup,Closed,0
INC0405,2026-02-18 15:48,2026-02-20 19:48,SAP GUI timeout errors,Soft-Ware,3-Moderate,Desktop Support,Resolved,1
INC0406,2026-01-26 4:18,,Index corruption detected on customer table,Database,3-Moderate,Database Administration,On Hold,0
INC0407,2026-01-10 22:55,,Printer paper jam recurring,Hardware,4-Low,Storage & Backup,On Hold,3
INC0408,2026-04-09 3:06,,Antivirus blocking legitimate application,Software,4-Low,Application Support - CRM,On Hold,0
INC0409,2026-02-17 19:09,2026-02-23 21:39,Scheduled maintenance plan did not run,Database,3-Moderate,Application Support - CRM,Resolved,0
INC0410,2025-10-30 23:40,2025-11-01 18:05,Webcam not recognized by system,Hardware,3-Moderate,Application Support - ERP,Resolved,0
INC0411,2026-03-21 23:35,,Docking station not detecting external display,Hardware,3-Moderate,Database Administration,On Hold,0
INC0412,2026-02-25 5:03,2026-03-01 7:48,Mouse cursor freezing,Hardware,4-Low,Desktop Support,Closed,0
INC0413,2025-11-30 23:04,2025-12-07 2:38,Long running query blocking transactions,database,3-Moderate,Network Operations,Resolved,0
INC0414,2026-01-30 2:32,2026-01-31 21:45,Intermittent packet loss to data center,Network,3-Moderate,Application Support - ERP,Resolved,0
INC0415,2025-11-01 17:07,2025-11-02 3:18,Excel file corrupted on save,Software,2-High,Storage & Backup,Resolved,2
INC0416,2026-04-06 20:30,2026-04-07 16:39,Laptop battery draining rapidly,Hardware,2-High,Database Administration,Closed,0
INC0417,2026-02-08 0:21,2026-02-08 20:11,Keyboard keys unresponsive,Hardware,3-Moderate,End User Computing,Resolved,0
INC0418,2025-11-26 8:41,2025-11-26 18:23,Load balancer reporting unhealthy nodes,Network,2-High,Network Operations,Closed,0
INC0419,2026-01-02 7:39,2026-01-03 4:03,Firewall blocking required application port,Network,2-High,Desktop Support,Closed,0
INC0420,2025-12-02 8:14,2025-12-04 14:57,Firewall blocking required application port,Network,3-Moderate,Linux Server Team,Closed,0
INC0421,2026-02-11 10:21,2026-02-14 16:22,Firewall blocking required application port,Network,4-Low,Network Operations,Closed,0
INC0422,2025-10-27 9:47,2025-10-29 5:41,Windows update failing repeatedly,Software,4-Low,Application Support - ERP,Closed,0
INC0423,2025-11-04 22:08,2025-11-06 2:52,Adobe Acrobat license expired error,SW,3-Moderate,Application Support - ERP,Closed,0
INC0424,2026-04-19 20:08,2026-04-20 18:00,Laptop battery draining rapidly,Hardware,2-High,End User Computing,Resolved,0
INC0425,2025-11-02 15:04,,Load balancer reporting unhealthy nodes,Network,4-Low,Network Operations,On Hold,0
INC0426,2025-12-26 3:55,2025-12-26 10:31,Unable to connect to corporate WiFi,Network,1-Critical,Network Operations,Resolved,0
INC0427,2026-04-08 15:17,2026-04-11 6:11,Excel file corrupted on save,Software,3-Moderate,Application Support - CRM,Resolved,0
INC0428,2025-11-25 17:37,2025-11-23 18:14,Scheduled maintenance plan did not run,Database,3-Moderate,Database Administration,Closed,0
INC0429,2025-11-19 13:48,2025-12-07 5:26,Production DB replication lag exceeding SLA,Database,3-Moderate,Database Administration,Resolved,0
INC0430,2025-11-08 15:48,2025-11-09 6:24,Laptop will not power on,HW,3-Moderate,Windows Server Team,Resolved,0
INC0431,2025-12-23 17:20,2025-12-24 10:46,Antivirus blocking legitimate application,Software,2-High,Application Support - CRM,Closed,0
INC0432,2026-03-27 20:55,,Cannot reach internal SharePoint site,Network,2-High,Application Support - ERP,On Hold,0
INC0433,2025-11-17 0:11,2025-11-17 11:25,Guest WiFi authentication failing,Network,3-Moderate,Network Operations,Closed,0
INC0434,2026-03-10 4:20,2026-03-13 1:18,Long running query blocking transactions,Database,3-Moderate,Cloud Infrastructure,Resolved,1
INC0435,2026-03-20 14:07,2026-03-25 2:24,Slow query performance on reporting DB,Database,3-Moderate,Database Administration,Resolved,1
INC0436,2025-10-28 15:02,2025-11-02 0:14,Intermittent packet loss to data center,Network,4-Low,Application Support - CRM,Closed,0
INC0437,2026-02-07 17:50,2026-02-09 11:56,Headset microphone not working,Hardware,3-Moderate,Desktop Support,Closed,0
INC0438,2026-02-14 12:07,2026-02-23 21:16,Long running query blocking transactions,Database,3-Moderate,Cloud Infrastructure,Resolved,0
INC0439,2025-11-10 17:06,2025-11-20 7:11,Slow query performance on reporting DB,Database,3-Moderate,Database Administration,Closed,0
INC0440,2026-04-16 3:28,,Laptop will not power on,Hardware,4-Low,Storage & Backup,On Hold,0
INC0441,2025-11-29 17:52,2025-12-05 10:50,Slow query performance on reporting DB,Database,3-Moderate,Linux Server Team,Resolved,1
INC0442,2026-04-05 8:16,2026-04-06 15:54,Mouse cursor freezing,Hardware,3-Moderate,Storage & Backup,Closed,0
INC0443,2026-01-07 7:25,2026-01-08 1:39,VPN tunnel dropping every 15 minutes,Network,2-High,Network Operations,Resolved,0
INC0444,2025-12-17 18:22,2025-12-19 20:56,Index corruption detected on customer table,Database,3-Moderate,Windows Server Team,Closed,2
INC0445,2026-01-19 7:14,2026-01-22 2:47,Windows update failing repeatedly,Software,3-Moderate,Application Support - CRM,Closed,0
INC0446,2026-01-27 11:34,2026-01-29 3:41,Intermittent packet loss to data center,Network,3-Moderate,Service Desk - Tier 1,Closed,0
INC0447,2026-03-05 19:57,2026-03-09 21:39,Scheduled maintenance plan did not run,Database,2-High,Desktop Support,Closed,1
INC0448,2026-03-01 14:26,2026-03-04 1:31,Hard drive making clicking noise,Hardware,3-Moderate,Application Support - CRM,Resolved,0
